序号,统计级别,数据起始时间,数据结束时间,国家,省份,城市,区县,新增确诊人数,新增疑似人数,新增治愈人数,新增死亡人数,累计确诊人数,累计疑似人数,累计治愈人数,累计死亡人数,核减人数,累计核减人数,数据源,数据发布时间,数据源文本,数据源链接,数据间接发布时间,数据间接发布来源,数据间接发布来源链接,数据收集时间,数据收集方式,数据收集人员/程序姓名,数据是否核查,数据首次核查时间,数据首次核查方式,数据首次核查人员/程序姓名,数据首次核查状态,更正人员,更正时间,数据再次核查时间,数据再次核查方式,数据再次核查人员/程序姓名,数据再次核查状态,备注
11,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,南充市,,1,,1,,33,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
12,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,宜宾市,,,,3,,9,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
13,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,广安市,,,,,,28,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
14,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,达州市,,3,,,,28,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
15,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,巴中市,,1,,,,22,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
16,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,雅安市,,,,1,,6,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
17,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,眉山市,,,,,,7,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
18,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,资阳市,,,,1,,3,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
19,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,阿坝州,,,,,,1,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
20,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,甘孜州,,6,,,,23,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
21,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,凉山州,,1,,1,,10,,,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
22,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,地区待确认,,,,,,,,76,,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
23,地区级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,地区待确认,,,,,,,,,1,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
24,省级,2020/2/9 0:00,2020/2/10 0:00,中国,四川省,,,19,,16,,405,,76,1,,,四川省卫健委,2020/2/10,截至2月9日24时我省新型冠状病毒肺炎疫情最新情况【发布日期：2020-02-10 】 【关闭 】2月9日0-24时，我省新型冠状病毒肺炎新增确诊病例19例，新增治愈出院病例16例，无新增死亡病例。新增确诊病例中，甘孜州6例、成都市3例、达州市3例、遂宁市2例、泸州市1例、绵阳市1例、南充市1例、巴中市1例、凉山州1例。新增治愈出院病例中，攀枝花市4例、成都市3例、宜宾市3例、绵阳市1例、广元市1例、南充市1例、雅安市1例、资阳市1例、凉山州1例。截至2月9日24时，我省累计报告新型冠状病毒肺炎确诊病例405例，涉及21个市（州）、124个县（市、区）。405名确诊患者中，正在住院隔离治疗328人（其中危重18人），已治愈出院76人，死亡1人。当日解除医学观察1079人，现有6912人正在接受医学观察。。?,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/10/7070a169269f415782b8351d78caf228.shtml,,,,2020/2/10 10:10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
