公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减,累计确诊,累计治愈,累计死亡,修改人,修改内容,脚本合并修改备注
2月16日,地区级,广东,地区待确认,,7,,,,,,,,,,
2月16日,省级,浙江,,4,33,,,,,,,,,,
2月16日,地区级,浙江,温州,1,13,,,,,,,,,,
2月16日,地区级,浙江,杭州,2,6,,,,,,,,,,
2月16日,地区级,浙江,宁波,1,9,,,,,,,,,,
2月16日,地区级,浙江,台州,,3,,,,,,,,,,
2月16日,地区级,浙江,金华,,,,,,,,,,,,
2月16日,地区级,浙江,绍兴,,1,,,,,,,,,,
2月16日,地区级,浙江,嘉兴,,,,,,,,,,,,
2月16日,地区级,浙江,丽水,,1,,,,,,,,,,
2月16日,地区级,浙江,衢州,,,,,,,,,,,,
2月16日,地区级,浙江,湖州,,,,,,,,,,,,
2月16日,地区级,浙江,舟山,,,,,,,,,,,,
2月16日,省级,河南,,15,41,3,,,,,,,,,
2月16日,地区级,河南,信阳,1,,,,,,,,,,,
2月16日,地区级,河南,南阳,3,,,,,,,,,,,
2月16日,地区级,河南,郑州,3,,,,,,,,,,,
2月16日,地区级,河南,驻马店,,,,,,,,,,,,
2月16日,地区级,河南,商丘,,,,,,,,,,,,
2月16日,地区级,河南,周口,4,,,,,,,,,,,
2月16日,地区级,河南,平顶山,,,,,,,,,,,,
2月16日,地区级,河南,新乡,1,,,,,,,,,,,
2月16日,地区级,河南,安阳,,,,,,,,,,,,
2月16日,地区级,河南,许昌,,,,,,,,,,,,
2月16日,地区级,河南,漯河,,,,,,,,,,,,
2月16日,地区级,河南,洛阳,,,,,,,,,,,,
2月16日,地区级,河南,焦作,2,,,,,,,,,,,
2月16日,地区级,河南,开封,,,,,,,,,,,,
2月16日,地区级,河南,鹤壁,,,,,,,,,,,,
2月16日,地区级,河南,濮阳,,,,,,,,,,,,
2月16日,地区级,河南,三门峡,,,,,,,,,,,,
2月16日,地区级,河南,济源示范区,1,,,,,,,,,,,
2月16日,地区级,河南,地区待确认,,41,3,,,,,,,,,
2月16日,省级,湖南,,2,37,,,,,,,,,,
2月16日,地区级,湖南,长沙,,15,,,,,,,,,,
2月16日,地区级,湖南,岳阳,,3,,,,,,,,,,
2月16日,地区级,湖南,邵阳,,5,,,,,,,,,,
2月16日,地区级,湖南,常德,,3,,,,,,,,,,
2月16日,地区级,湖南,娄底,1,1,,,,,,,,,,
2月16日,地区级,湖南,株洲,,4,,,,,,,,,,
2月16日,地区级,湖南,益阳,,2,,,,,,,,,,
2月16日,地区级,湖南,衡阳,1,,,,,,,,,,,
2月16日,地区级,湖南,永州,,1,,,,,,,,,,
2月16日,地区级,湖南,怀化,,2,,,,,,,,,,
2月16日,地区级,湖南,郴州,,,,,,,,,,,,
2月16日,地区级,湖南,湘潭,,1,,,,,,,,,,
2月16日,地区级,湖南,湘西自治州,,,,,,,,,,,,
2月16日,地区级,湖南,张家界,,,,,,,,,,,,
2月16日,省级,安徽,,11,34,,,,,,,,,,
2月16日,地区级,安徽,合肥,2,6,,,,,,,,,,
2月16日,地区级,安徽,蚌埠,1,4,,,,,,,,,,
2月16日,地区级,安徽,阜阳,1,5,,,,,,,,,,
2月16日,地区级,安徽,亳州,,10,,,,,,,,,,
2月16日,地区级,安徽,安庆,1,1,,,,,,,,,,
2月16日,地区级,安徽,六安,3,1,,,,,,,,,,
2月16日,地区级,安徽,马鞍山,,,,,,,,,,,,
2月16日,地区级,安徽,宿州,1,2,,,,,,,,,,
2月16日,地区级,安徽,芜湖,,2,,,,,,,,,,
2月16日,地区级,安徽,铜陵,,,,,,,,,,,,
2月16日,地区级,安徽,淮北,1,,,,,,,,,,,
2月16日,地区级,安徽,淮南,1,1,,,,,,,,,,
2月16日,地区级,安徽,池州,,2,,,,,,,,,,
2月16日,地区级,安徽,滁州,,,,,,,,,,,,
2月16日,地区级,安徽,黄山,,,,,,,,,,,,
2月16日,地区级,安徽,宣城,,,,,,,,,,,,
2月16日,省级,江西,,5,36,,,,,,,,,,
2月16日,地区级,江西,南昌,1,14,,,,,,,,,,
2月16日,地区级,江西,新余,,7,,,,,,,,,,
2月16日,地区级,江西,上饶,,4,,,,,,,,,,
2月16日,地区级,江西,九江,,,,,,,,,,,,
2月16日,地区级,江西,宜春,2,4,,,,,,,,,,
2月16日,地区级,江西,赣州,,1,,,,,,,,,,
2月16日,地区级,江西,抚州,,2,,,,,,,,,,
2月16日,地区级,江西,萍乡,1,1,,,,,,,,,,
2月16日,地区级,江西,吉安,,1,,,,,,,,,,
2月16日,地区级,江西,鹰潭,,,,,,,,,,,,
2月16日,地区级,江西,景德镇,1,2,,,,,,,,,,
2月16日,地区级,江西,赣江新区,,,,,,,,,,,,
2月16日,省级,江苏,,9,36,,,,,,,,,,
2月16日,地区级,江苏,南京,,3,,,,,,,,,,
2月16日,地区级,江苏,苏州,,,,,,,,,,,,
2月16日,地区级,江苏,徐州,1,5,,,,,,,,,,
2月16日,地区级,江苏,淮安,2,8,,,,,,,,,,
2月16日,地区级,江苏,无锡,2,1,,,,,,,,,,
2月16日,地区级,江苏,连云港,,1,,,,,,,,,,
2月16日,地区级,江苏,南通,,1,,,,,,,,,,
2月16日,地区级,江苏,泰州,,4,,,,,,,,,,
2月16日,地区级,江苏,常州,3,9,,,,,,,,,,
2月16日,地区级,江苏,扬州,1,1,,,,,,,,,,
2月16日,地区级,江苏,盐城,,3,,,,,,,,,,
2月16日,地区级,江苏,镇江,,,,,,,,,,,,
2月16日,地区级,江苏,宿迁,,,,,,,,,,,,
2月16日,省级,重庆,,7,23,,,,,,,,,,
2月16日,地区级,重庆,万州区,3,1,,,,,,,,,,
2月16日,地区级,重庆,江北区,1,,,,,,,,,,,
2月16日,地区级,重庆,垫江县,,1,,,,,,,,,,
2月16日,地区级,重庆,云阳县,1,,,,,,,,,,,
2月16日,地区级,重庆,九龙坡区,,1,,,,,,,,,,
2月16日,地区级,重庆,渝中区,,5,,,,,,,,,,
2月16日,地区级,重庆,忠县,,1,,,,,,,,,,
2月16日,地区级,重庆,合川区,,,,,,,,,,,,
2月16日,地区级,重庆,开州区,,1,,,,,,,,,,
2月16日,地区级,重庆,两江新区,,,,,,,,,,,,
2月16日,地区级,重庆,长寿区,1,,,,,,,,,,,
2月16日,地区级,重庆,綦江区,,1,,,,,,,,,,
2月16日,地区级,重庆,奉节县,,1,,,,,,,,,,
2月16日,地区级,重庆,渝北区,,2,,,,,,,,,,
2月16日,地区级,重庆,潼南区,,,,,,,,,,,,
2月16日,地区级,重庆,大足区,,1,,,,,,,,,,
2月16日,地区级,重庆,巫溪县,,,,,,,,,,,,
2月16日,地区级,重庆,石柱县,,,,,,,,,,,,
2月16日,地区级,重庆,巫山县,,,,,,,,,,,,
2月16日,地区级,重庆,丰都县,,,,,,,,,,,,
2月16日,地区级,重庆,璧山区,1,1,,,,,,,,,,
2月16日,地区级,重庆,荣昌区,,3,,,,,,,,,,
2月16日,地区级,重庆,铜梁区,,1,,,,,,,,,,
2月16日,地区级,重庆,南岸区,,1,,,,,,,,,,
2月16日,地区级,重庆,大渡口区,,1,,,,,,,,,,
2月16日,地区级,重庆,永川区,,,,,,,,,,,,
2月16日,地区级,重庆,巴南区,,,,,,,,,,,,
2月16日,地区级,重庆,江津区,,,,,,,,,,,,
2月16日,地区级,重庆,高新区,,,,,,,,,,,,
2月16日,地区级,重庆,梁平区,,,,,,,,,,,,
2月16日,地区级,重庆,涪陵区,,,,,,,,,,,,
2月16日,地区级,重庆,沙坪坝区,,1,,,,,,,,,,
2月16日,地区级,重庆,城口县,,,,,,,,,,,,
2月16日,地区级,重庆,彭水县,,,,,,,,,,,,
2月16日,地区级,重庆,黔江区,,,,,,,,,,,,
2月16日,地区级,重庆,万盛经开区,,,,,,,,,,,,
2月16日,地区级,重庆,酉阳县,,,,,,,,,,,,
2月16日,地区级,重庆,武隆区,,,,,,,,,,,,
2月16日,地区级,重庆,秀山县,,,,,,,,,,,,
2月16日,省级,山东,,4,11,,,,,,,,,,
2月16日,地区级,山东,青岛,,4,,,,,,,,,,
2月16日,地区级,山东,济南,,,,,,,,,,,,
2月16日,地区级,山东,临沂,,3,,,,,,,,,,
2月16日,地区级,山东,济宁,1,,,,,,,,,,,
2月16日,地区级,山东,烟台,1,,,,,,,,,,,
2月16日,地区级,山东,潍坊,1,1,,,,,,,,,,
2月16日,地区级,山东,威海,,,,,,,,,,,,
2月16日,地区级,山东,聊城,,1,,,,,,,,,,
2月16日,地区级,山东,德州,,,,,,,,,,,,
2月16日,地区级,山东,泰安,,,,,,,,,,,,
2月16日,地区级,山东,枣庄,,,,,,,,,,,,
2月16日,地区级,山东,淄博,,,,,,,,,,,,
2月16日,地区级,山东,菏泽,,2,,,,,,,,,,
2月16日,地区级,山东,日照,,,,,,,,,,,,
2月16日,地区级,山东,滨州,1,,,,,,,,,,,
2月16日,省级,四川,,14,9,,,,,,,,,,
2月16日,地区级,四川,成都,,4,,,,,,,,,,
2月16日,地区级,四川,南充,,,,,,,,,,,,
2月16日,地区级,四川,广安,,,,,,,,,,,,
2月16日,地区级,四川,达州,2,1,,,,,,,,,,
2月16日,地区级,四川,甘孜,7,,,,,,,,,,,
2月16日,地区级,四川,巴中,,2,,,,,,,,,,
2月16日,地区级,四川,绵阳,,,,,,,,,,,,
2月16日,地区级,四川,内江,,,,,,,,,,,,
2月16日,地区级,四川,泸州,,1,,,,,,,,,,
2月16日,地区级,四川,德阳,,,,,,,,,,,,
2月16日,地区级,四川,攀枝花,,,,,,,,,,,,
2月16日,地区级,四川,遂宁,5,,,,,,,,,,,
2月16日,地区级,四川,凉山,,,,,,,,,,,,
2月16日,地区级,四川,宜宾,,,,,,,,,,,,
2月16日,地区级,四川,自贡,,,,,,,,,,,,
2月16日,地区级,四川,眉山,,,,,,,,,,,,
2月16日,地区级,四川,广元,,1,,,,,,,,,,
2月16日,地区级,四川,雅安,,,,,,,,,,,,
2月16日,地区级,四川,乐山,,,,,,,,,,,,
2月16日,地区级,四川,资阳,,,,,,,,,,,,
2月16日,地区级,四川,阿坝,,,,,,,,,,,,
2月16日,省级,北京,,1,9,,,,,,,,,,
2月16日,地区级,北京,朝阳,,,,,,,,,,,,
2月16日,地区级,北京,海淀,,,,,,,,,,,,
2月16日,地区级,北京,西城,,,,,,,,,,,,
2月16日,地区级,北京,大兴,,,,,,,,,,,,
2月16日,地区级,北京,丰台,,,,,,,,,,,,
2月16日,地区级,北京,外地来京,,,,,,,,,,,,
2月16日,地区级,北京,昌平,,,,,,,,,,,,
2月16日,地区级,北京,通州,,,,,,,,,,,,
2月16日,地区级,北京,房山,1,,,,,,,,,,,
2月16日,地区级,北京,石景山,,,,,,,,,,,,
2月16日,地区级,北京,顺义,,,,,,,,,,,,
2月16日,地区级,北京,东城,,,,,,,,,,,,
2月16日,地区级,北京,怀柔,,,,,,,,,,,,
2月16日,地区级,北京,密云,,,,,,,,,,,,
2月16日,地区级,北京,门头沟,,,,,,,,,,,,
2月16日,地区级,北京,延庆,,,,,,,,,,,,
2月16日,地区级,北京,地区待确认,,9,,,,,,,,,,
2月16日,省级,黑龙江,,12,10,,,,,,,,,,
2月16日,地区级,黑龙江,哈尔滨,6,2,,,,,,,,,,
2月16日,地区级,黑龙江,双鸭山,1,,,,,,,,,,,
2月16日,地区级,黑龙江,绥化,,1,,,,,,,,,,
2月16日,地区级,黑龙江,鸡西,,1,,,,,,,,,,
2月16日,地区级,黑龙江,齐齐哈尔,4,2,,,,,,,,,,
2月16日,地区级,黑龙江,七台河,,,,,,,,,,,,
2月16日,地区级,黑龙江,佳木斯,,2,,,,,,,,,,
2月16日,地区级,黑龙江,大庆,1,1,,,,,,,,,,
2月16日,地区级,黑龙江,牡丹江,,,,,,,,,,,,
2月16日,地区级,黑龙江,鹤岗,,,,,,,,,,,,
2月16日,地区级,黑龙江,黑河,,,,,,,,,,,,
2月16日,地区级,黑龙江,大兴安岭,,1,,,,,,,,,,
2月16日,省级,上海,,3,16,,,,,,,,,,
2月16日,地区级,上海,外地来沪,,5,,,,,,,,,,
2月16日,地区级,上海,浦东,2,4,,,,,,,,,,
2月16日,地区级,上海,宝山,,1,,,,,,,,,,
2月16日,地区级,上海,闵行,,1,,,,,,,,,,
2月16日,地区级,上海,静安,,,,,,,,,,,,
2月16日,地区级,上海,徐汇,,,,,,,,,,,,
2月16日,地区级,上海,松江,,,,,,,,,,,,
2月16日,地区级,上海,长宁,,1,,,,,,,,,,
2月16日,地区级,上海,奉贤,,,,,,,,,,,,
2月16日,地区级,上海,普陀,,1,,,,,,,,,,
2月16日,地区级,上海,嘉定,,,,,,,,,,,,
2月16日,地区级,上海,虹口,,1,,,,,,,,,,
2月16日,地区级,上海,杨浦,,1,,,,,,,,,,
2月16日,地区级,上海,黄浦,,,,,,,,,,,,
2月16日,地区级,上海,青浦,,1,,,,,,,,,,
2月16日,地区级,上海,金山,,,,,,,,,,,,
2月16日,地区级,上海,崇明,1,,,,,,,,,,,
2月16日,省级,福建,,3,7,,,,,,,,,,
2月16日,地区级,福建,福州,1,,,,,,,,,,,
2月16日,地区级,福建,莆田,,,,,,,,,,,,
2月16日,地区级,福建,泉州,,,,,,,,,,,,
2月16日,地区级,福建,厦门,1,,,,,,,,,,,
2月16日,地区级,福建,宁德,,,,,,,,,,,,
2月16日,地区级,福建,南平,,,,,,,,,,,,
2月16日,地区级,福建,漳州,,,,,,,,,,,,
2月16日,地区级,福建,三明,1,,,,,,,,,,,
2月16日,地区级,福建,龙岩,,,,,,,,,,,,
2月16日,地区级,福建,地区待确认,,7,,,,,,,,,,
2月16日,省级,河北,,1,9,,,,,,,,,,
2月16日,地区级,河北,沧州,,4,,,,,,,,,,
2月16日,地区级,河北,唐山,,,,,,,,,,,,
2月16日,地区级,河北,邯郸,,1,,,,,,,,,,
2月16日,地区级,河北,保定,,2,,,,,,,,,,
2月16日,地区级,河北,石家庄,,,,,,,,,,,,
2月16日,地区级,河北,廊坊,,,,,,,,,,,,
2月16日,地区级,河北,邢台,1,,,,,,,,,,,
2月16日,地区级,河北,张家口,,,,,,,,,,,,
2月16日,地区级,河北,衡水,,,,,,,,,,,,
2月16日,地区级,河北,承德,,2,,,,,,,,,,
2月16日,地区级,河北,秦皇岛,,,,,,,,,,,,
2月16日,省级,陕西,,4,10,,,,,,,,,,
2月16日,地区级,陕西,西安,3,,,,,,,,,,,
2月16日,地区级,陕西,安康,1,2,,,,,,,,,,
2月16日,地区级,陕西,汉中,,,,,,,,,,,,
2月16日,地区级,陕西,咸阳,,1,,,,,,,,,,
2月16日,地区级,陕西,渭南,,2,,,,,,,,,,
2月16日,地区级,陕西,宝鸡,,,,,,,,,,,,
2月16日,地区级,陕西,延安,,,,,,,,,,,,
2月16日,地区级,陕西,铜川,,,,,,,,,,,,
2月16日,地区级,陕西,商洛,,1,,,,,,,,,,
2月16日,地区级,陕西,榆林,,,,,,,,,,,,
2月16日,地区级,陕西,地区待确认,,4,,,,,,,,,,
2月16日,省级,广西,,1,5,,,,,,,,,,
2月16日,地区级,广西,南宁,1,3,,,,,,,,,,
2月16日,地区级,广西,北海,,2,,,,,,,,,,
2月16日,地区级,广西,桂林,,,,,,,,,,,,
2月16日,地区级,广西,柳州,,,,,,,,,,,,
2月16日,地区级,广西,河池,,,,,,,,,,,,
2月16日,地区级,广西,防城港,,,,,,,,,,,,
2月16日,地区级,广西,来宾,,,,,,,,,,,,
2月16日,地区级,广西,玉林,,,,,,,,,,,,
2月16日,地区级,广西,贵港,,,,,,,,,,,,
2月16日,地区级,广西,钦州,,,,,,,,,,,,
2月16日,地区级,广西,梧州,,,,,,,,,,,,
2月16日,地区级,广西,贺州,,,,,,,,,,,,
2月16日,地区级,广西,百色,,,,,,,,,,,,
2月16日,地区级,广西,崇左,,,,,,,,,,,,
2月16日,省级,云南,,2,,,,,,,,,,,
2月16日,地区级,云南,昆明,2,,,,,,,,,,,
2月16日,地区级,云南,西双版纳州,,,,,,,,,,,,
2月16日,地区级,云南,玉溪,,,,,,,,,,,,
2月16日,地区级,云南,大理,,,,,,,,,,,,
2月16日,地区级,云南,昭通,,,,,,,,,,,,
2月16日,地区级,云南,曲靖,,,,,,,,,,,,
2月16日,地区级,云南,保山,,,,,,,,,,,,
2月16日,地区级,云南,丽江,,,,,,,,,,,,
2月16日,地区级,云南,红河,,,,,,,,,,,,
2月16日,地区级,云南,德宏州,,,,,,,,,,,,
2月16日,地区级,云南,普洱,,,,,,,,,,,,
2月16日,地区级,云南,楚雄州,,,,,,,,,,,,
2月16日,地区级,云南,文山州,,,,,,,,,,,,
2月16日,地区级,云南,临沧,,,,,,,,,,,,
2月16日,地区级,云南,地区待确认,,,,,,,,,,,,
2月16日,省级,海南,,,13,,,,,,,,,,
2月16日,地区级,海南,三亚,,,,,,,,,,,,
2月16日,地区级,海南,海口,,3,,,,,,,,,,
2月16日,地区级,海南,万宁,,1,,,,,,,,,,
2月16日,地区级,海南,儋州,,5,,,,,,,,,,
2月16日,地区级,海南,澄迈县,,,,,,,,,,,,
2月16日,地区级,海南,临高县,,,,,,,,,,,,
2月16日,地区级,海南,琼海,,2,,,,,,,,,,
2月16日,地区级,海南,昌江县,,,,,,,,,,,,
2月16日,地区级,海南,陵水县,,,,,,,,,,,,
2月16日,地区级,海南,保亭,,1,,,,,,,,,,
2月16日,地区级,海南,文昌,,,,,,,,,,,,
2月16日,地区级,海南,东方,,,,,,,,,,,,
2月16日,地区级,海南,定安县,,1,,,,,,,,,,
2月16日,地区级,海南,乐东,,,,,,,,,,,,
2月16日,地区级,海南,琼中县,,,,,,,,,,,,
2月16日,省级,贵州,,2,10,,,,,,,,,,
2月16日,地区级,贵州,贵阳,2,4,,,,,,,,,,
2月16日,地区级,贵州,毕节,,1,,,,,,,,,,
2月16日,地区级,贵州,遵义,,2,,,,,,,,,,
2月16日,地区级,贵州,六盘水,,,,,,,,,,,,
2月16日,地区级,贵州,黔南州,,1,,,,,,,,,,
2月16日,地区级,贵州,黔东南州,,1,,,,,,,,,,
2月16日,地区级,贵州,铜仁,,,,,,,,,,,,
2月16日,地区级,贵州,黔西南州,,,,,,,,,,,,
2月16日,地区级,贵州,安顺,,1,,,,,,,,,,
2月16日,省级,辽宁,,1,9,,,,,,,,,,
2月16日,地区级,辽宁,沈阳,,2,,,,,,,,,,
2月16日,地区级,辽宁,大连,1,,,,,,,,,,,
2月16日,地区级,辽宁,锦州,,,,,,,,,,,,
2月16日,地区级,辽宁,盘锦,,2,,,,,,,,,,
2月16日,地区级,辽宁,葫芦岛,,,,,,,,,,,,
2月16日,地区级,辽宁,阜新,,3,,,,,,,,,,
2月16日,地区级,辽宁,丹东,,,,,,,,,,,,
2月16日,地区级,辽宁,朝阳市,,1,,,,,,,,,,
2月16日,地区级,辽宁,铁岭,,1,,,,,,,,,,
2月16日,地区级,辽宁,辽阳,,,,,,,,,,,,
2月16日,地区级,辽宁,鞍山,,,,,,,,,,,,
2月16日,地区级,辽宁,本溪,,,,,,,,,,,,
2月16日,地区级,辽宁,营口,,,,,,,,,,,,
2月16日,省级,天津,,2,8,,,,,,,,,,
2月16日,地区级,天津,宝坻区,1,2,,,,,,,,,,
2月16日,地区级,天津,河北区,,,,,,,,,,,,
2月16日,地区级,天津,河东区,1,,,,,,,,,,,
2月16日,地区级,天津,外地来津,,1,,,,,,,,,,
2月16日,地区级,天津,和平区,,2,,,,,,,,,,
2月16日,地区级,天津,河西区,,,,,,,,,,,,
2月16日,地区级,天津,宁河区,,,,,,,,,,,,
2月16日,地区级,天津,西青区,,1,,,,,,,,,,
2月16日,地区级,天津,东丽区,,,,,,,,,,,,
2月16日,地区级,天津,滨海新区,,1,,,,,,,,,,
2月16日,地区级,天津,南开区,,,,,,,,,,,,
2月16日,地区级,天津,红桥区,,,,,,,,,,,,
2月16日,地区级,天津,北辰区,,,,,,,,,,,,
2月16日,地区级,天津,津南区,,1,,,,,,,,,,
2月16日,地区级,天津,武清区,,,,,,,,,,,,
2月16日,省级,吉林,,,2,,,,,,,,,,
2月16日,地区级,吉林,长春,,2,,,,,,,,,,
2月16日,地区级,吉林,四平,,,,,,,,,,,,
2月16日,地区级,吉林,辽源,,,,,,,,,,,,
2月16日,地区级,吉林,吉林,,,,,,,,,,,,
2月16日,地区级,吉林,延边,,,,,,,,,,,,
2月16日,地区级,吉林,通化,,,,,,,,,,,,
2月16日,地区级,吉林,松原,,,,,,,,,,,,
2月16日,地区级,吉林,白城,,,,,,,,,,,,
2月16日,省级,新疆,,4,1,,,,,,,,,,
2月16日,地区级,新疆,乌鲁木齐,,1,,,,,,,,,,
2月16日,地区级,新疆,伊犁州,2,,,,,,,,,,,
2月16日,地区级,新疆,昌吉州,,,,,,,,,,,,
2月16日,地区级,新疆,巴州,,,,,,,,,,,,
2月16日,地区级,新疆,阿克苏,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第一师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第二师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第三师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第四师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第五师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第六师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第七师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第八师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第九师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第十师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第十一师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第十二师,2,,,,,,,,,,,
2月16日,地区级,新疆,兵团第十三师,,,,,,,,,,,,
2月16日,地区级,新疆,兵团第十四师,,,,,,,,,,,,
2月16日,地区级,新疆,吐鲁番,,,,,,,,,,,,
2月16日,省级,香港,,1,1,,,,,,,,,,
2月16日,地区级,香港,香港,1,1,,,,,,,,,,
2月16日,省级,台湾,,2,,1,,,,,,,,,
2月16日,地区级,台湾,台湾,2,,1,,,,,,,,,
2月16日,省级,澳门,,,2,,,,,,,,,,
2月16日,地区级,澳门,澳门,,2,,,,,,,,,,
2月16日,省级,西藏,,,,,,,,,,,,,
2月16日,地区级,西藏,拉萨,,,,,,,,,,,,
2月16日,国家级,,,2048,1425,105,,,,,,,,,
2月16日,省级,山西,,1,4,,,,,,,,,,
2月16日,地区级,山西,晋中,1,1,,,,,,,,,,
2月16日,地区级,山西,运城,,,,,,,,,,,,
2月16日,地区级,山西,太原,,,,,,,,,,,,
2月16日,地区级,山西,大同,,,,,,,,,,,,
2月16日,地区级,山西,晋城,,,,,,,,,,,,
2月16日,地区级,山西,忻州,,1,,,,,,,,,,
2月16日,地区级,山西,长治,,1,,,,,,,,,,
2月16日,地区级,山西,朔州,,,,,,,,,,,,
2月16日,地区级,山西,吕梁,,,,,,,,,,,,
2月16日,地区级,山西,阳泉,,1,,,,,,,,,,
2月16日,地区级,山西,临汾,,,,,,,,,,,,
2月16日,省级,甘肃,,,5,,,,,,,,,,
2月16日,地区级,甘肃,兰州,,,,,,,,,,,,
2月16日,地区级,甘肃,天水,,,,,,,,,,,,
2月16日,地区级,甘肃,定西,,,,,,,,,,,,
2月16日,地区级,甘肃,平凉,,,,,,,,,,,,
2月16日,地区级,甘肃,甘南州,,,,,,,,,,,,
2月16日,地区级,甘肃,陇南,,,,,,,,,,,,
2月16日,地区级,甘肃,白银,,,,,,,,,,,,
2月16日,地区级,甘肃,庆阳,,,,,,,,,,,,
2月16日,地区级,甘肃,临夏,,,,,,,,,,,,
2月16日,地区级,甘肃,张掖,,,,,,,,,,,,
2月16日,地区级,甘肃,金昌,,,,,,,,,,,,
2月16日,地区级,甘肃,地区待确认,,5,,,,,,,,,,
2月16日,省级,内蒙古,,2,1,,,,,,,,,,
2月16日,地区级,内蒙古,包头,,,,,,,,,,,,
2月16日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,,,
2月16日,地区级,内蒙古,呼和浩特,,,,,,,,,,,,
2月16日,地区级,内蒙古,通辽,,,,,,,,,,,,
2月16日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,,,
2月16日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,,,
2月16日,地区级,内蒙古,赤峰,,,,,,,,,,,,
2月16日,地区级,内蒙古,乌兰察布,,1,,,,,,,,,,
2月16日,地区级,内蒙古,锡林郭勒,2,,,,,,,,,,,
2月16日,地区级,内蒙古,乌海,,,,,,,,,,,,
2月16日,地区级,内蒙古,兴安盟,,,,,,,,,,,,
2月16日,省级,宁夏,,,,,,,,,,,,,
2月16日,地区级,宁夏,银川,,,,,,,,,,,,
2月16日,地区级,宁夏,吴忠,,,,,,,,,,,,
2月16日,地区级,宁夏,固原,,,,,,,,,,,,
2月16日,地区级,宁夏,中卫,,,,,,,,,,,,
2月16日,地区级,宁夏,石嘴山,,,,,,,,,,,,
2月16日,地区级,宁夏,宁东,,,,,,,,,,,,
2月16日,省级,青海,,,,,,,,,,,,,
2月16日,地区级,青海,西宁,,,,,,,,,,,,
2月16日,地区级,青海,海北州,,,,,,,,,,,,
2月17日,省级,湖北,,1825,1223,93,-18,-270,-108,,,,,,
2月17日,地区级,湖北,武汉,1600,761,72,,,,,,,,,
2月17日,地区级,湖北,孝感,41,74,5,,,,,,,,,
2月17日,地区级,湖北,黄冈,,103,6,-3,,,,,,,,
2月17日,地区级,湖北,随州,11,58,1,,,,,,,,,
2月17日,地区级,湖北,荆州,36,34,1,,,,,,,,,
2月17日,地区级,湖北,襄阳,8,31,1,,,,,,,,,
2月17日,地区级,湖北,黄石,2,9,5,,,,,,,,,
2月17日,地区级,湖北,宜昌,9,30,,,,,,,,,,
2月17日,地区级,湖北,荆门,,11,,-15,,,,,,,,
2月17日,地区级,湖北,鄂州,65,21,1,,,,,,,,,
2月17日,地区级,湖北,咸宁,7,23,,,,,,,,,,
2月17日,地区级,湖北,十堰,14,18,,,,,,,,,,
2月17日,地区级,湖北,仙桃,13,14,,,,,,,,,,
2月17日,地区级,湖北,天门,15,16,1,,,,,,,,,
2月17日,地区级,湖北,恩施州,1,9,,,,,,,,,,
2月17日,地区级,湖北,潜江,3,9,,,,,,,,,,
2月17日,地区级,湖北,神农架,,2,,,,,,,,,,
2月17日,地区级,湖北,地区待确认,,,,,-270,-108,,,,,,
2月17日,省级,广东,,6,57,,,,,,,,,,
2月17日,地区级,广东,深圳,1,,,,,,,,,,,
2月17日,地区级,广东,广州,,11,,,,,,,,,,
2月17日,地区级,广东,珠海,1,2,,,,,,,,,,
2月17日,地区级,广东,佛山,,,,,,,,,,,,
2月17日,地区级,广东,东莞,2,,,,,,,,,,,
2月17日,地区级,广东,中山,,,,,,,,,,,,
2月17日,地区级,广东,惠州,1,,,,,,,,,,,
2月17日,地区级,广东,汕头,,,,,,,,,,,,
2月17日,地区级,广东,湛江,,,,,,,,,,,,
2月17日,地区级,广东,江门,,,,,,,,,,,,
2月17日,地区级,广东,肇庆,1,,,,,,,,,,,
2月17日,地区级,广东,梅州,,,,,,,,,,,,
2月17日,地区级,广东,阳江,,,,,,,,,,,,
2月17日,地区级,广东,茂名,,,,,,,,,,,,
2月17日,地区级,广东,清远,,,,,,,,,,,,
2月17日,地区级,广东,揭阳,,,,,,,,,,,,
2月17日,地区级,广东,韶关,,,,,,,,,,,,
2月17日,地区级,广东,潮州,,,,,,,,,,,,
2月17日,地区级,广东,汕尾,,,,,,,,,,,,
2月17日,地区级,广东,河源,,,,,,,,,,,,
2月17日,地区级,广东,地区待确认,,44,,,,,,,,,,
2月17日,省级,浙江,,1,44,,,,,,,,,,
2月17日,地区级,浙江,温州,1,12,,,,,,,,,,
