序号,统计级别,数据起始时间,数据结束时间,国家,省份,城市,区县,新增确诊人数,新增疑似人数,新增治愈人数,新增死亡人数,累计确诊人数,累计疑似人数,累计治愈人数,累计死亡人数,核减人数,累计核减人数,数据源,数据发布时间,数据源文本,数据源链接,数据间接发布时间,数据间接发布来源,数据间接发布来源链接,数据收集时间,数据收集方式,数据收集人员/程序姓名,数据是否核查,数据首次核查时间,数据首次核查方式,数据首次核查人员/程序姓名,数据首次核查状态,更正人员,更正时间,数据再次核查时间,数据再次核查方式,数据再次核查人员/程序姓名,数据再次核查状态,备注
11,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,澄迈县,,,,,,7,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
12,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,定安县,,,,,,3,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
13,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,屯昌县,,,,,,,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
14,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,昌江黎族自治县,,1,,,,6,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
15,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,白沙黎族自治县,,,,,,,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
16,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,琼中黎族苗族自治县,,,,,,1,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
17,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,陵水黎族自治县,,,,,,4,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
18,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,保亭黎族苗族自治县,,,,,,3,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
19,城市级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,乐东黎族自治县,,,,,,2,,,,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
20,省级,2020/2/9 00:00,2020/2/10 00:00,中国,海南省,,,8,,4,1,136,,19,3,,,海南省卫健委,2020/2/10,2020年2月9日0时-24时，海南省报告新型冠状病毒肺炎新增确诊病例8例，新增重症病例1例，新增死亡病例1例，新增出院病例4例；新增确诊病例中，海口市5例、三亚市1例、昌江县1例、临高县1例；新增重症病例中，三亚市1例；新增死亡病例中，琼海市1例；新增出院病例中，海口市2例、三亚市1例、临高县1例。截至2月9日24时，海南省累计报告新型冠状病毒肺炎确诊病例136例，重症病例16例，死亡病例3例，出院病例19例。确诊病例中，海口市28例、三亚市41例、万宁市12例、儋州市11例、文昌市3例、琼海市6例、东方市3例、澄迈县7例、临高县6例、昌江县6例、陵水县4例、定安县3例、保亭县3例、乐东县2例、琼中县1例。截至2月9日24时，追踪到密切接触者3456人，已解除医学观察1777人，尚有1679人正在接受居家或集中医学观察。,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200210_2746131.html,,,,2020/2/10 13:19,手动,王佳琪,未核查,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
