公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,新增无症状感染人数,新增无症状感染治愈人数,新增无症状感染死亡人数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数,累计无症状感染人数,累计无症状感染治愈人数,累计无症状感染死亡人数
2月21日,地区级,上海,崇明,,,,,,,,,,4.0,2.0,,,,
2月21日,地区级,上海,地区待确认,,,1.0,,,,,,,,,,,,
2月21日,省级,上海,,,12.0,1.0,,,,,,,334.0,211.0,3.0,,,
2月21日,地区级,山西,太原,,,,,,,,,,20.0,12.0,,,,
2月21日,地区级,山西,大同,,,,,,,,,,12.0,6.0,,,,
2月21日,地区级,山西,阳泉,,,,,,,,,,4.0,2.0,,,,
2月21日,地区级,山西,长治,,1.0,,,,,,,,8.0,3.0,,,,
2月21日,地区级,山西,晋城,,1.0,,,,,,,,10.0,4.0,,,,
2月21日,地区级,山西,朔州,,,,,,,,,,8.0,3.0,,,,
2月21日,地区级,山西,晋中,,,,,,,,,,36.0,21.0,,,,
2月21日,地区级,山西,运城,,,,,,,,,,19.0,16.0,,,,
2月21日,地区级,山西,忻州,,,,,,,,,,7.0,4.0,,,,
2月21日,地区级,山西,临汾,,,,,,,,,,2.0,1.0,,,,
2月21日,地区级,山西,吕梁,,,,,,,,,,6.0,6.0,,,,
2月21日,地区级,山西,地区待确认,,,,,,,,,,,,,,,
2月21日,省级,山西,,,2.0,,,,,,,,132.0,78.0,,,,
2月21日,地区级,四川,成都,,4.0,,,,,,,,143.0,75.0,3.0,,,
2月21日,地区级,四川,自贡,,,,,,,,,,9.0,7.0,,,,
2月21日,地区级,四川,攀枝花,,2.0,,,,,,,,16.0,13.0,,,,
2月21日,地区级,四川,泸州,,,,,,,,,,24.0,6.0,,,,
2月21日,地区级,四川,德阳,,2.0,,,,,,,,18.0,5.0,,,,
2月21日,地区级,四川,绵阳,,2.0,,,,,,,,22.0,12.0,,,,
2月21日,地区级,四川,广元,,1.0,,,,,,,,6.0,5.0,,,,
2月21日,地区级,四川,遂宁,,,,,,,,,,17.0,10.0,,,,
2月21日,地区级,四川,内江,,,,,,,,,,22.0,10.0,,,,
2月21日,地区级,四川,乐山,,,,,,,,,,3.0,2.0,,,,
2月21日,地区级,四川,南充,,3.0,,,,,,,,38.0,18.0,,,,
2月21日,地区级,四川,宜宾,,,,,,,,,,12.0,7.0,,,,
2月21日,地区级,四川,广安,,,,,,,,,,30.0,20.0,,,,
2月21日,地区级,四川,达州,,2.0,,,,,,,,41.0,13.0,,,,
2月21日,地区级,四川,巴中,,,,,,,,,,24.0,10.0,,,,
2月21日,地区级,四川,雅安,,,,,,,,,,7.0,4.0,,,,
2月21日,地区级,四川,眉山,,3.0,,,,,,,,8.0,6.0,,,,
2月21日,地区级,四川,资阳,,,,,,,,,,3.0,2.0,,,,
2月21日,地区级,四川,阿坝,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,四川,甘孜,1.0,1.0,,,,,,,,69.0,10.0,,,,
2月21日,地区级,四川,凉山,,,,,,,,,,13.0,6.0,,,,
2月21日,省级,四川,,1.0,20.0,,,,,,,,526.0,242.0,3.0,,,
2月21日,地区级,台湾,台湾,2.0,,,,,,,,,26.0,2.0,1.0,,,
2月21日,省级,台湾,,2.0,,,,,,,,,26.0,2.0,1.0,,,
2月21日,地区级,天津,宝坻区,2.0,,,,,,,,,58.0,17.0,2.0,,,
2月21日,地区级,天津,河东区,,,,,,,,,,15.0,8.0,1.0,,,
2月21日,地区级,天津,河北区,,1.0,,,,,,,,12.0,10.0,,,,
2月21日,地区级,天津,和平区,,,,,,,,,,6.0,4.0,,,,
2月21日,地区级,天津,河西区,,,,,,,,,,4.0,2.0,,,,
2月21日,地区级,天津,宁河区,,,,,,,,,,4.0,1.0,,,,
2月21日,地区级,天津,东丽区,,,,,,,,,,4.0,2.0,,,,
2月21日,地区级,天津,西青区,,,,,,,,,,4.0,4.0,,,,
2月21日,地区级,天津,南开区,,,,,,,,,,6.0,2.0,,,,
2月21日,地区级,天津,滨海新区,,1.0,,,,,,,,3.0,2.0,,,,
2月21日,地区级,天津,红桥区,,,,,,,,,,2.0,2.0,,,,
2月21日,地区级,天津,津南区,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,天津,北辰区,,1.0,,,,,,,,6.0,2.0,,,,
2月21日,地区级,天津,武清区,,,,,,,,,,2.0,1.0,,,,
2月21日,地区级,天津,外地来津,,,,,,,,,,6.0,4.0,,,,
2月21日,省级,天津,,2.0,3.0,,,,,,,,133.0,62.0,3.0,,,
2月21日,地区级,香港,香港,,1.0,,,,,,,,68.0,6.0,2.0,,,
2月21日,省级,香港,,,1.0,,,,,,,,68.0,6.0,2.0,,,
2月21日,地区级,新疆,乌鲁木齐,,,,,,,,,,23.0,10.0,,,,
2月21日,地区级,新疆,伊犁州,,,,,,,,,,18.0,6.0,,,,
2月21日,地区级,新疆,昌吉州,,,,,,,,,,4.0,2.0,,,,
2月21日,地区级,新疆,巴州,,2.0,,,,,,,,3.0,2.0,,,,
2月21日,地区级,新疆,阿克苏,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,新疆,吐鲁番,,,,,,,,,,3.0,1.0,,,,
2月21日,地区级,新疆,兵团第四师,,,,,,,,,,10.0,,,,,
2月21日,地区级,新疆,兵团第六师,,,,,,,,,,2.0,,,,,
2月21日,地区级,新疆,兵团第七师,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,新疆,兵团第八师,,,,,,,,,,4.0,1.0,1.0,,,
2月21日,地区级,新疆,兵团第九师,,,1.0,,,,,,,4.0,,1.0,,,
2月21日,地区级,新疆,兵团第十二师,,,,,,,,,,3.0,,,,,
2月21日,省级,新疆,,0.0,2.0,1.0,,,,0.0,,,76.0,24.0,2.0,,,
2月21日,地区级,西藏,拉萨,,,,,,,,,,1.0,1.0,,,,
2月21日,省级,西藏,,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,云南,昆明,,8.0,,,,,,,,53.0,32.0,,,,
2月21日,地区级,云南,西双版纳州,,,,,,,,,,15.0,4.0,1.0,,,
2月21日,地区级,云南,玉溪,,,,,,,,,,14.0,9.0,1.0,,,
2月21日,地区级,云南,昭通,,1.0,,,,,,,,25.0,6.0,,,,
2月21日,地区级,云南,曲靖,,2.0,,,,,,,,13.0,8.0,,,,
2月21日,地区级,云南,大理,,,,,,,,,,13.0,10.0,,,,
2月21日,地区级,云南,保山,,1.0,,,,,,,,9.0,4.0,,,,
2月21日,地区级,云南,丽江,,,,,,,,,,7.0,7.0,,,,
2月21日,地区级,云南,红河,,1.0,,,,,,,,9.0,4.0,,,,
2月21日,地区级,云南,德宏州,,,,,,,,,,5.0,2.0,,,,
2月21日,地区级,云南,楚雄州,,2.0,,,,,,,,4.0,4.0,,,,
2月21日,地区级,云南,普洱,,1.0,,,,,,,,4.0,4.0,,,,
2月21日,地区级,云南,文山州,,1.0,,,,,,,,2.0,1.0,,,,
2月21日,地区级,云南,临沧,,,,,,,,,,1.0,1.0,,,,
2月21日,地区级,云南,地区待确认,,,,,,,,,,,,,,,
2月21日,省级,云南,,,17.0,,,,,,,,174.0,96.0,2.0,,,
2月21日,地区级,浙江,杭州,,10.0,,,,,,,,169.0,121.0,,,,
2月21日,地区级,浙江,宁波,,5.0,,,,,,,,157.0,106.0,,,,
2月21日,地区级,浙江,温州,,23.0,,,,,,,,504.0,268.0,1.0,,,
2月21日,地区级,浙江,湖州,,,,,,,,,,10.0,6.0,,,,
2月21日,地区级,浙江,嘉兴,,,,,,,,,,45.0,22.0,,,,
2月21日,地区级,浙江,绍兴,,1.0,,,,,,,,42.0,21.0,,,,
2月21日,地区级,浙江,金华,,1.0,,,,,,,,55.0,37.0,,,,
2月21日,地区级,浙江,衢州,,,,,,,,,,14.0,10.0,,,,
2月21日,地区级,浙江,舟山,,,,,,,,,,10.0,5.0,,,,
2月21日,地区级,浙江,台州,,7.0,,,,,,,,146.0,84.0,,,,
2月21日,地区级,浙江,丽水,,,,,,,,,,17.0,14.0,,,,
2月21日,地区级,浙江,省十里丰监狱,2.0,,,,,,,,,36.0,,,,,
2月21日,省级,浙江,,2.0,47.0,,,,,,,,1205.0,694.0,1.0,,,
2月22日,地区级,安徽,合肥,,4.0,,,,,,,,174.0,101.0,1.0,,,
2月22日,地区级,安徽,淮北,,,,,,,,,,27.0,15.0,,,,
2月22日,地区级,安徽,亳州,,3.0,,,,,,,,108.0,73.0,,,,
2月22日,地区级,安徽,宿州,,3.0,,,,,,,,41.0,26.0,,,,
2月22日,地区级,安徽,蚌埠,,20.0,,,,,,,,160.0,101.0,5.0,,,
2月22日,地区级,安徽,阜阳,,9.0,,,,,,,,155.0,99.0,,,,
2月22日,地区级,安徽,滁州,,,,,,,,,,13.0,8.0,,,,
2月22日,地区级,安徽,六安,,4.0,,,,,,,,69.0,43.0,,,,
2月22日,地区级,安徽,铜陵,,1.0,,,,,,,,29.0,14.0,,,,
2月22日,地区级,安徽,马鞍山,,2.0,,,,,,,,38.0,19.0,,,,
2月22日,地区级,安徽,池州,,,,,,,,,,17.0,10.0,,,,
2月22日,地区级,安徽,安庆,,6.0,,,,,,,,83.0,61.0,,,,
2月22日,地区级,安徽,淮南,,1.0,,,,,,,,27.0,15.0,,,,
2月22日,地区级,安徽,芜湖,,,,,,,,,,33.0,25.0,,,,
2月22日,地区级,安徽,宣城,,,,,,,,,,6.0,4.0,,,,
2月22日,地区级,安徽,黄山,,,,,,,,,,9.0,6.0,,,,
2月22日,省级,安徽,,,53.0,,,,,,,,989.0,620.0,6.0,,,
2月22日,地区级,澳门,澳门,,,,,,,,,,10.0,6.0,,,,
2月22日,省级,澳门,,,,,,,,,,,10.0,6.0,,,,
2月22日,地区级,北京,东城,,,,,,,,,,12.0,,,,,
2月22日,地区级,北京,西城,,,,,,,,,,53.0,,,,,
2月22日,地区级,北京,朝阳,,,,,,,,,,60.0,,,,,
2月22日,地区级,北京,丰台,,,,,,,,,,41.0,,,,,
2月22日,地区级,北京,石景山,,,,,,,,,,14.0,,,,,
2月22日,地区级,北京,海淀,,,,,,,,,,62.0,,,,,
2月22日,地区级,北京,门头沟,,,,,,,,,,3.0,,,,,
2月22日,地区级,北京,房山,,,,,,,,,,16.0,,,,,
2月22日,地区级,北京,通州,,,,,,,,,,19.0,,,,,
2月22日,地区级,北京,顺义,,,,,,,,,,10.0,,,,,
2月22日,地区级,北京,昌平,,,,,,,,,,29.0,,,,,
2月22日,地区级,北京,大兴,,,,,,,,,,39.0,,,,,
2月22日,地区级,北京,怀柔,,,,,,,,,,7.0,,,,,
2月22日,地区级,北京,平谷,,,,,,,,,,,,,,,
2月22日,地区级,北京,密云,,,,,,,,,,7.0,,,,,
2月22日,地区级,北京,延庆,,,,,,,,,,1.0,,,,,
2月22日,地区级,北京,外地来京,,,,,,,,,,26.0,,,,,
2月22日,地区级,北京,地区待确认,,11.0,,,,,,,,,189.0,4.0,,,
2月22日,省级,北京,,,11.0,,,,,,,,399.0,189.0,4.0,,,
2月22日,地区级,重庆,万州区,,1.0,,,,,,,,118.0,66.0,4.0,,,
2月22日,地区级,重庆,黔江区,,,,,,,,,,2.0,2.0,,,,
2月22日,地区级,重庆,涪陵区,,,,,,,,,,5.0,2.0,,,,
2月22日,地区级,重庆,渝中区,,1.0,,,,,,,,20.0,15.0,,,,
2月22日,地区级,重庆,大渡口区,,1.0,,,,,,,,7.0,6.0,,,,
2月22日,地区级,重庆,江北区,,,,,,,,,,28.0,10.0,,,,
2月22日,地区级,重庆,沙坪坝区,,,,,,,,,,8.0,1.0,,,,
2月22日,地区级,重庆,九龙坡区,,,,,,,,,,20.0,11.0,1.0,,,
2月22日,地区级,重庆,南岸区,,,,,,,,,,15.0,5.0,,,,
2月22日,地区级,重庆,北碚区,,,,,,,,,,,,,,,
2月22日,地区级,重庆,渝北区,,,,,,,,,,17.0,10.0,,,,
2月22日,地区级,重庆,巴南区,,1.0,,,,,,,,6.0,3.0,,,,
2月22日,地区级,重庆,长寿区,,,,,,,,,,21.0,11.0,,,,
2月22日,地区级,重庆,江津区,,,,,,,,,,4.0,3.0,,,,
2月22日,地区级,重庆,合川区,,3.0,,,,,,,,23.0,13.0,,,,
2月22日,地区级,重庆,永川区,,,,,,,,,,5.0,4.0,,,,
2月22日,地区级,重庆,南川区,,,,,,,,,,,,,,,
2月22日,地区级,重庆,綦江区,,,,,,,,,,23.0,12.0,,,,
2月22日,地区级,重庆,大足区,,,,,,,,,,14.0,9.0,,,,
2月22日,地区级,重庆,璧山区,,,,,,,,,,9.0,7.0,,,,
2月22日,地区级,重庆,铜梁区,,,,,,,,,,10.0,4.0,,,,
2月22日,地区级,重庆,潼南区,,1.0,,,,,,,,18.0,6.0,,,,
2月22日,地区级,重庆,荣昌区,,,,,,,,,,9.0,5.0,,,,
2月22日,地区级,重庆,开州区,,,,,,,,,,21.0,16.0,1.0,,,
2月22日,地区级,重庆,梁平区,,,,,,,,,,4.0,4.0,,,,
2月22日,地区级,重庆,武隆区,,,,,,,,,,1.0,1.0,,,,
2月22日,地区级,重庆,城口县,,,,,,,,,,2.0,2.0,,,,
2月22日,地区级,重庆,丰都县,,,,,,,,,,10.0,4.0,,,,
2月22日,地区级,重庆,垫江县,,1.0,,,,,,,,20.0,10.0,,,,
2月22日,地区级,重庆,忠县,1.0,,,,,,,,,21.0,18.0,,,,
2月22日,地区级,重庆,云阳县,,,,,,,,,,25.0,19.0,,,,
2月22日,地区级,重庆,奉节县,,,,,,,,,,22.0,10.0,,,,
2月22日,地区级,重庆,巫山县,,,,,,,,,,10.0,6.0,,,,
2月22日,地区级,重庆,巫溪县,,,,,,,,,,14.0,9.0,,,,
2月22日,地区级,重庆,石柱县,,,,,,,,,,15.0,11.0,,,,
2月22日,地区级,重庆,秀山县,,,,,,,,,,1.0,1.0,,,,
2月22日,地区级,重庆,酉阳县,,,,,,,,,,1.0,,,,,
2月22日,地区级,重庆,彭水县,,,,,,,,,,2.0,,,,,
2月22日,地区级,重庆,两江新区,,3.0,,,,,,,,17.0,10.0,,,,
2月22日,地区级,重庆,高新区,,,,,,,,,,4.0,2.0,,,,
2月22日,地区级,重庆,万盛经开区,,,,,,,,,,1.0,,,,,
2月22日,省级,重庆,,1.0,12.0,,,,,,,,573.0,328.0,6.0,,,
2月22日,地区级,福建,厦门,,2.0,,,,,,,,35.0,19.0,,,,
2月22日,地区级,福建,漳州,,,,,,,,,,20.0,14.0,,,,
2月22日,地区级,福建,泉州,,2.0,,,,,,,,46.0,19.0,,,,
2月22日,地区级,福建,南平,,2.0,,,,,,,,20.0,10.0,,,,
2月22日,地区级,福建,福州,,3.0,,,,,,,,71.0,50.0,1.0,,,
2月22日,地区级,福建,莆田,,2.0,,,,,,,,55.0,24.0,,,,
2月22日,地区级,福建,宁德,,3.0,,,,,,,,26.0,20.0,,,,
2月22日,地区级,福建,三明,,,,,,,,,,14.0,5.0,,,,
2月22日,地区级,福建,龙岩,,1.0,,,,,,,,6.0,4.0,,,,
2月22日,省级,福建,,,15.0,,,,,,,,293.0,165.0,1.0,,,
2月22日,地区级,甘肃,兰州,,,,,,,,,,36.0,29.0,2.0,,,
2月22日,地区级,甘肃,嘉峪关,,,,,,,,,,,,,,,
2月22日,地区级,甘肃,金昌,,,,,,,,,,1.0,1.0,,,,
2月22日,地区级,甘肃,白银,,,,,,,,,,4.0,3.0,,,,
2月22日,地区级,甘肃,天水,,,,,,,,,,12.0,12.0,,,,
2月22日,地区级,甘肃,武威,,,,,,,,,,,,,,,
2月22日,地区级,甘肃,张掖,,,,,,,,,,2.0,2.0,,,,
2月22日,地区级,甘肃,平凉,,,,,,,,,,9.0,6.0,,,,
2月22日,地区级,甘肃,酒泉,,,,,,,,,,,,,,,
2月22日,地区级,甘肃,庆阳,,,,,,,,,,3.0,2.0,,,,
2月22日,地区级,甘肃,定西,,,,,,,,,,9.0,8.0,,,,
2月22日,地区级,甘肃,陇南,,,,,,,,,,4.0,4.0,,,,
2月22日,地区级,甘肃,临夏,,,,,,,,,,3.0,3.0,,,,
2月22日,地区级,甘肃,甘南州,,,,,,,,,,8.0,6.0,,,,
2月22日,省级,甘肃,,,,,,,,,,,91.0,76.0,2.0,,,
2月22日,地区级,广东,深圳,,4.0,1.0,,,,,,,417.0,226.0,3.0,,,
2月22日,地区级,广东,广州,2.0,6.0,,,,,,,,345.0,196.0,,,,
2月22日,地区级,广东,珠海,,,,,,,,,,98.0,52.0,1.0,,,
2月22日,地区级,广东,佛山,,,,,,,,,,84.0,34.0,,,,
2月22日,地区级,广东,东莞,1.0,,,,,,,,,94.0,27.0,1.0,,,
2月22日,地区级,广东,中山,,,,,,,,,,66.0,46.0,,,,
2月22日,地区级,广东,惠州,,3.0,,,,,,,,62.0,46.0,,,,
2月22日,地区级,广东,汕头,,1.0,,,,,,,,25.0,21.0,,,,
2月22日,地区级,广东,江门,,,,,,,,,,23.0,9.0,,,,
2月22日,地区级,广东,湛江,,,,,,,,,,22.0,12.0,,,,
2月22日,地区级,广东,肇庆,,2.0,,,,,,,,19.0,10.0,1.0,,,
2月22日,地区级,广东,梅州,,,,,,,,,,16.0,11.0,,,,
2月22日,地区级,广东,阳江,,,,,,,,,,13.0,10.0,,,,
2月22日,地区级,广东,茂名,,,,,,,,,,14.0,6.0,,,,
2月22日,地区级,广东,清远,,1.0,,,,,,,,12.0,10.0,,,,
2月22日,地区级,广东,韶关,,,,,,,,,,10.0,6.0,,,,
2月22日,地区级,广东,揭阳,,,,,,,,,,8.0,4.0,,,,
2月22日,地区级,广东,汕尾,,,,,,,,,,5.0,2.0,,,,
2月22日,地区级,广东,潮州,,,,,,,,,,5.0,4.0,,,,
2月22日,地区级,广东,河源,,,,,,,,,,4.0,1.0,,,,
2月22日,地区级,广东,地区待确认,,3.0,,,,,,,,,7.0,,,,
2月22日,省级,广东,,3.0,20.0,1.0,,,,,,,1342.0,740.0,6.0,,,
2月22日,地区级,广西,南宁,,3.0,,,,,,,,55.0,28.0,,,,
2月22日,地区级,广西,柳州,,,,,,,,,,24.0,11.0,,,,
2月22日,地区级,广西,桂林,,,,,,,,,,32.0,17.0,,,,
2月22日,地区级,广西,梧州,,,,,,,,,,5.0,5.0,,,,
2月22日,地区级,广西,北海,,,,,,,,,,44.0,14.0,1.0,,,
2月22日,地区级,广西,防城港,,,,,,,,,,19.0,6.0,,,,
2月22日,地区级,广西,钦州,,,,,,,,,,8.0,6.0,,,,
2月22日,地区级,广西,贵港,,,,,,,,,,8.0,3.0,,,,
2月22日,地区级,广西,玉林,,2.0,,,,,,,,11.0,6.0,,,,
2月22日,地区级,广西,百色,,,,,,,,,,3.0,2.0,,,,
2月22日,地区级,广西,贺州,,,,,,,,,,4.0,2.0,,,,
2月22日,地区级,广西,河池,,,,,,,,,,25.0,4.0,1.0,,,
2月22日,地区级,广西,来宾,,,,,,,,,,11.0,,,,,
2月22日,省级,广西,,,5.0,,,,,,,,249.0,104.0,2.0,,,
2月22日,地区级,贵州,贵阳,,,,,,,,,,36.0,18.0,1.0,,,
2月22日,地区级,贵州,六盘水,,1.0,,,,,,,,10.0,7.0,1.0,,,
2月22日,地区级,贵州,铜仁,,,,,,,,,,10.0,10.0,,,,
2月22日,地区级,贵州,黔东南州,,,,,,,,,,10.0,8.0,,,,
2月22日,地区级,贵州,遵义,,,,,,,,,,32.0,18.0,,,,
2月22日,地区级,贵州,安顺,,,,,,,,,,4.0,1.0,,,,
2月22日,地区级,贵州,黔南州,,,,,,,,,,17.0,12.0,,,,
2月22日,地区级,贵州,毕节,,,,,,,,,,23.0,13.0,,,,
2月22日,地区级,贵州,黔西南州,,,,,,,,,,4.0,4.0,,,,
2月22日,省级,贵州,,,1.0,,,,,,,,146.0,91.0,2.0,,,
2月22日,地区级,海南,海口,,1.0,,,,,,,,39.0,19.0,,,,
2月22日,地区级,海南,三亚,,3.0,,,,,,,,54.0,33.0,1.0,,,
2月22日,地区级,海南,三沙,,,,,,,,,,,,,,,
2月22日,地区级,海南,儋州,,1.0,,,,,,,,15.0,12.0,,,,
2月22日,地区级,海南,五指山,,,,,,,,,,,,,,,
2月22日,地区级,海南,琼海,,,,,,,,,,6.0,4.0,1.0,,,
2月22日,地区级,海南,文昌,,,,,,,,,,3.0,3.0,,,,
2月22日,地区级,海南,万宁,,,,,,,,,,13.0,9.0,,,,
2月22日,地区级,海南,东方,,,,,,,,,,3.0,2.0,,,,
2月22日,地区级,海南,定安县,,,,,,,,,,3.0,2.0,1.0,,,
2月22日,地区级,海南,屯昌县,,,,,,,,,,,,,,,
2月22日,地区级,海南,澄迈县,,,,,,,,,,9.0,6.0,1.0,,,
2月22日,地区级,海南,临高县,,,,,,,,,,6.0,4.0,,,,
2月22日,地区级,海南,白沙县,,,,,,,,,,,,,,,
2月22日,地区级,海南,昌江县,,1.0,,,,,,,,7.0,3.0,,,,
2月22日,地区级,海南,乐东,,,,,,,,,,2.0,2.0,,,,
2月22日,地区级,海南,陵水县,,2.0,,,,,,,,4.0,3.0,,,,
2月22日,地区级,海南,保亭,,,,,,,,,,3.0,1.0,,,,
2月22日,地区级,海南,琼中县,,,,,,,,,,1.0,1.0,,,,
2月22日,省级,海南,,,8.0,,,,,,,,168.0,104.0,4.0,,,
2月22日,地区级,河北,沧州,,4.0,,,,,,,,48.0,26.0,3.0,,,
2月22日,地区级,河北,唐山,1.0,1.0,,,,,,,,58.0,20.0,1.0,,,
2月22日,地区级,河北,张家口,,1.0,,,,,,,,34.0,26.0,,,,
2月22日,地区级,河北,保定,,,,,,,,,,32.0,29.0,,,,
2月22日,地区级,河北,邯郸,1.0,3.0,,,,,,,,32.0,22.0,,,,
2月22日,地区级,河北,廊坊,,3.0,,,,,,,,30.0,25.0,,,,
2月22日,地区级,河北,石家庄,,4.0,,,,,,,,29.0,19.0,,,,
2月22日,地区级,河北,邢台,,3.0,,,,,,,,23.0,18.0,1.0,,,
2月22日,地区级,河北,秦皇岛,,,,,,,,,,10.0,6.0,1.0,,,
2月22日,地区级,河北,衡水,,1.0,,,,,,,,8.0,7.0,,,,
2月22日,地区级,河北,承德,,,,,,,,,,7.0,6.0,,,,
2月22日,地区级,河北,地区待确认,,,,,,,,,,,,,,,
2月22日,省级,河北,,2.0,20.0,,,,,,,,311.0,204.0,6.0,,,
2月22日,地区级,黑龙江,哈尔滨,1.0,2.0,,,,,,,,198.0,77.0,3.0,,,
2月22日,地区级,黑龙江,齐齐哈尔,,1.0,,,,,,,,43.0,23.0,1.0,,,
2月22日,地区级,黑龙江,鸡西,,9.0,,,,,,,,46.0,14.0,,,,
2月22日,地区级,黑龙江,鹤岗,,2.0,,,,,,,,5.0,4.0,,,,
2月22日,地区级,黑龙江,双鸭山,,3.0,,,,,,,,52.0,19.0,3.0,,,
2月22日,地区级,黑龙江,大庆,,,,,,,,,,26.0,8.0,1.0,,,
2月22日,地区级,黑龙江,伊春,,,,,,,,,,1.0,,,,,
2月22日,地区级,黑龙江,佳木斯,,,,,,,,,,15.0,15.0,,,,
2月22日,地区级,黑龙江,七台河,,3.0,,,,,,,,17.0,9.0,,,,
2月22日,地区级,黑龙江,牡丹江,,4.0,,,,,,,,14.0,6.0,,,,
2月22日,地区级,黑龙江,黑河,,5.0,,,,,,,,14.0,9.0,,,,
2月22日,地区级,黑龙江,绥化,,3.0,,,,,,,,47.0,29.0,4.0,,,
2月22日,地区级,黑龙江,大兴安岭,,,,,,,,,,2.0,2.0,,,,
2月22日,省级,黑龙江,,1.0,32.0,,,,,,,,480.0,215.0,12.0,,,
2月22日,地区级,河南,信阳,1.0,10.0,,,,,,,,274.0,10.0,,,,
2月22日,地区级,河南,南阳,,,,,,,,,,155.0,,,,,
2月22日,地区级,河南,郑州,,,,,,,,,,157.0,,,,,
2月22日,地区级,河南,驻马店,,10.0,,,,,,,,139.0,10.0,,,,
2月22日,地区级,河南,商丘,,,,,,,,,,91.0,,,,,
2月22日,地区级,河南,周口,,,,,,,,,,76.0,,,,,
2月22日,地区级,河南,平顶山,,3.0,,,,,,,,58.0,3.0,,,,
2月22日,地区级,河南,新乡,,7.0,,,,,,,,57.0,7.0,,,,
2月22日,地区级,河南,安阳,,3.0,,,,,,,,53.0,3.0,,,,
2月22日,地区级,河南,许昌,,4.0,,,,,,,,39.0,4.0,,,,
2月22日,地区级,河南,漯河,,,,,,,,,,35.0,,,,,
2月22日,地区级,河南,洛阳,,2.0,,,,,,,,31.0,2.0,,,,
2月22日,地区级,河南,焦作,,,,,,,,,,32.0,,,,,
2月22日,地区级,河南,开封,,,,,,,,,,26.0,,,,,
2月22日,地区级,河南,鹤壁,,,,,,,,,,19.0,,,,,
2月22日,地区级,河南,濮阳,,,,,,,,,,17.0,,,,,
2月22日,地区级,河南,三门峡,,,,,,,,,,7.0,,,,,
2月22日,地区级,河南,济源示范区,,,,,,,,,,5.0,,,,,
2月22日,地区级,河南,地区待确认,,20.0,,,,,,,,,822.0,19.0,,,
2月22日,省级,河南,,1.0,59.0,,,,,,,,1271.0,861.0,19.0,,,
2月22日,地区级,湖北,武汉,541.0,965.0,82.0,,,,32.0,,,46454.0,8171.0,1856.0,,,
2月22日,地区级,湖北,孝感,14.0,161.0,4.0,,,,,,,3443.0,1078.0,102.0,,,
2月22日,地区级,湖北,黄冈,5.0,132.0,3.0,,,,,,,2904.0,1540.0,98.0,,,
2月22日,地区级,湖北,随州,4.0,55.0,1.0,,,,,,,1300.0,498.0,30.0,,,
2月22日,地区级,湖北,荆州,8.0,69.0,1.0,,,,,,,1574.0,681.0,41.0,,,
2月22日,地区级,湖北,襄阳,,61.0,2.0,,,,,,,1173.0,463.0,28.0,,,
2月22日,地区级,湖北,黄石,4.0,51.0,1.0,,,,,,,1001.0,442.0,29.0,,,
2月22日,地区级,湖北,宜昌,3.0,16.0,,,,,,,,917.0,289.0,29.0,,,
2月22日,地区级,湖北,荆门,4.0,65.0,,,,,,,,918.0,361.0,37.0,,,
2月22日,地区级,湖北,鄂州,4.0,31.0,1.0,,,,,,,1379.0,417.0,40.0,,,
2月22日,地区级,湖北,咸宁,,40.0,,,,,,,,836.0,398.0,11.0,,,
2月22日,地区级,湖北,十堰,8.0,28.0,,,,,,,,667.0,267.0,2.0,,,
2月22日,地区级,湖北,仙桃,,17.0,,,,,,,,571.0,248.0,19.0,,,
2月22日,地区级,湖北,天门,1.0,34.0,1.0,,,,,,,494.0,232.0,13.0,,,
2月22日,地区级,湖北,恩施州,,6.0,,,,,,,,251.0,123.0,3.0,,,
2月22日,地区级,湖北,潜江,2.0,11.0,,,,,,,,191.0,78.0,8.0,,,
2月22日,地区级,湖北,神农架,,,,,,,,,,11.0,10.0,,,,
2月22日,地区级,湖北,监狱系统,32.0,,,,,,-32.0,,,0.0,3.0,,,,
2月22日,地区级,湖北,地区待确认,,,,,,,,,,,,,,,
2月22日,省级,湖北,,630.0,1742.0,96.0,,,,0.0,,,64084.0,15299.0,2346.0,,,
2月22日,地区级,湖南,长沙,,11.0,,,,,,,,242.0,141.0,2.0,,,
2月22日,地区级,湖南,株洲,1.0,,,,,,,,,80.0,47.0,,,,
2月22日,地区级,湖南,湘潭,,2.0,,,,,,,,36.0,21.0,,,,
2月22日,地区级,湖南,衡阳,,,,,,,,,,48.0,37.0,,,,
2月22日,地区级,湖南,邵阳,,6.0,,,,,,,,102.0,86.0,1.0,,,
2月22日,地区级,湖南,岳阳,,10.0,,,,,,,,156.0,87.0,1.0,,,
2月22日,地区级,湖南,常德,2.0,2.0,,,,,,,,82.0,60.0,,,,
2月22日,地区级,湖南,张家界,,,,,,,,,,5.0,5.0,,,,
2月22日,地区级,湖南,益阳,,1.0,,,,,,,,59.0,52.0,,,,
